iter;dataset;cls;method;param;value;score
1;sepsis_cases_2;XGB;all_index;colsample_bytree;0.8179870735410893;0.25887149967020445
1;sepsis_cases_2;XGB;all_index;learning_rate;0.3288348348160668;0.25887149967020445
1;sepsis_cases_2;XGB;all_index;max_depth;8;0.25887149967020445
1;sepsis_cases_2;XGB;all_index;min_child_weight;1;0.25887149967020445
1;sepsis_cases_2;XGB;all_index;subsample;0.9745777856393305;0.25887149967020445
1;sepsis_cases_2;XGB;all_index;0
1;sepsis_cases_2;XGB;all_index;colsample_bytree;0.8179870735410893;0.5485339212642434
1;sepsis_cases_2;XGB;all_index;learning_rate;0.3288348348160668;0.5485339212642434
1;sepsis_cases_2;XGB;all_index;max_depth;8;0.5485339212642434
1;sepsis_cases_2;XGB;all_index;min_child_weight;1;0.5485339212642434
1;sepsis_cases_2;XGB;all_index;subsample;0.9745777856393305;0.5485339212642434
1;sepsis_cases_2;XGB;all_index;0
1;sepsis_cases_2;XGB;all_index;colsample_bytree;0.8179870735410893;0.8242853319586505
1;sepsis_cases_2;XGB;all_index;learning_rate;0.3288348348160668;0.8242853319586505
1;sepsis_cases_2;XGB;all_index;max_depth;8;0.8242853319586505
1;sepsis_cases_2;XGB;all_index;min_child_weight;1;0.8242853319586505
1;sepsis_cases_2;XGB;all_index;subsample;0.9745777856393305;0.8242853319586505
1;sepsis_cases_2;XGB;all_index;0
2;sepsis_cases_2;XGB;all_index;colsample_bytree;0.55404684413016;0.26555615518378606
2;sepsis_cases_2;XGB;all_index;learning_rate;0.2689454648351185;0.26555615518378606
2;sepsis_cases_2;XGB;all_index;max_depth;28;0.26555615518378606
2;sepsis_cases_2;XGB;all_index;min_child_weight;4;0.26555615518378606
2;sepsis_cases_2;XGB;all_index;subsample;0.6821323160544785;0.26555615518378606
2;sepsis_cases_2;XGB;all_index;0
2;sepsis_cases_2;XGB;all_index;colsample_bytree;0.55404684413016;0.5545517167279819
2;sepsis_cases_2;XGB;all_index;learning_rate;0.2689454648351185;0.5545517167279819
2;sepsis_cases_2;XGB;all_index;max_depth;28;0.5545517167279819
2;sepsis_cases_2;XGB;all_index;min_child_weight;4;0.5545517167279819
2;sepsis_cases_2;XGB;all_index;subsample;0.6821323160544785;0.5545517167279819
2;sepsis_cases_2;XGB;all_index;0
2;sepsis_cases_2;XGB;all_index;colsample_bytree;0.55404684413016;0.8252841262324155
2;sepsis_cases_2;XGB;all_index;learning_rate;0.2689454648351185;0.8252841262324155
2;sepsis_cases_2;XGB;all_index;max_depth;28;0.8252841262324155
2;sepsis_cases_2;XGB;all_index;min_child_weight;4;0.8252841262324155
2;sepsis_cases_2;XGB;all_index;subsample;0.6821323160544785;0.8252841262324155
2;sepsis_cases_2;XGB;all_index;0
3;sepsis_cases_2;XGB;all_index;colsample_bytree;0.981287476845671;0.2635833783054506
3;sepsis_cases_2;XGB;all_index;learning_rate;0.7116111359928399;0.2635833783054506
3;sepsis_cases_2;XGB;all_index;max_depth;21;0.2635833783054506
3;sepsis_cases_2;XGB;all_index;min_child_weight;2;0.2635833783054506
3;sepsis_cases_2;XGB;all_index;subsample;0.6148163583598245;0.2635833783054506
3;sepsis_cases_2;XGB;all_index;0
3;sepsis_cases_2;XGB;all_index;colsample_bytree;0.981287476845671;0.544056356125648
3;sepsis_cases_2;XGB;all_index;learning_rate;0.7116111359928399;0.544056356125648
3;sepsis_cases_2;XGB;all_index;max_depth;21;0.544056356125648
3;sepsis_cases_2;XGB;all_index;min_child_weight;2;0.544056356125648
3;sepsis_cases_2;XGB;all_index;subsample;0.6148163583598245;0.544056356125648
3;sepsis_cases_2;XGB;all_index;0
3;sepsis_cases_2;XGB;all_index;colsample_bytree;0.981287476845671;0.8261287013971027
3;sepsis_cases_2;XGB;all_index;learning_rate;0.7116111359928399;0.8261287013971027
3;sepsis_cases_2;XGB;all_index;max_depth;21;0.8261287013971027
3;sepsis_cases_2;XGB;all_index;min_child_weight;2;0.8261287013971027
3;sepsis_cases_2;XGB;all_index;subsample;0.6148163583598245;0.8261287013971027
3;sepsis_cases_2;XGB;all_index;0
4;sepsis_cases_2;XGB;all_index;colsample_bytree;0.6030917501392087;0.27341008574683695
4;sepsis_cases_2;XGB;all_index;learning_rate;0.06243406529531159;0.27341008574683695
4;sepsis_cases_2;XGB;all_index;max_depth;10;0.27341008574683695
4;sepsis_cases_2;XGB;all_index;min_child_weight;5;0.27341008574683695
4;sepsis_cases_2;XGB;all_index;subsample;0.5473186965244072;0.27341008574683695
4;sepsis_cases_2;XGB;all_index;0
4;sepsis_cases_2;XGB;all_index;colsample_bytree;0.6030917501392087;0.5606839132053766
4;sepsis_cases_2;XGB;all_index;learning_rate;0.06243406529531159;0.5606839132053766
4;sepsis_cases_2;XGB;all_index;max_depth;10;0.5606839132053766
4;sepsis_cases_2;XGB;all_index;min_child_weight;5;0.5606839132053766
4;sepsis_cases_2;XGB;all_index;subsample;0.5473186965244072;0.5606839132053766
4;sepsis_cases_2;XGB;all_index;0
4;sepsis_cases_2;XGB;all_index;colsample_bytree;0.6030917501392087;0.837909995377526
4;sepsis_cases_2;XGB;all_index;learning_rate;0.06243406529531159;0.837909995377526
4;sepsis_cases_2;XGB;all_index;max_depth;10;0.837909995377526
4;sepsis_cases_2;XGB;all_index;min_child_weight;5;0.837909995377526
4;sepsis_cases_2;XGB;all_index;subsample;0.5473186965244072;0.837909995377526
4;sepsis_cases_2;XGB;all_index;0
