dataset;method;cls;nr_events;metric;score
sepsis_cases_4;all_embeddings;LSTM;1;-1;auc;0.6647869674185464
sepsis_cases_4;all_embeddings;LSTM;2;-1;auc;0.6737155388471177
sepsis_cases_4;all_embeddings;LSTM;3;-1;auc;0.6865601503759399
sepsis_cases_4;all_embeddings;LSTM;4;-1;auc;0.6862468671679198
sepsis_cases_4;all_embeddings;LSTM;5;-1;auc;0.6679197994987468
sepsis_cases_4;all_embeddings;LSTM;6;-1;auc;0.6757518796992482
sepsis_cases_4;all_embeddings;LSTM;7;-1;auc;0.6854636591478697
sepsis_cases_4;all_embeddings;LSTM;8;-1;auc;0.6854166666666667
sepsis_cases_4;all_embeddings;LSTM;9;-1;auc;0.6673177083333334
sepsis_cases_4;all_embeddings;LSTM;10;-1;auc;0.6885593220338981
sepsis_cases_4;all_embeddings;LSTM;11;-1;auc;0.6702214930270713
sepsis_cases_4;all_embeddings;LSTM;12;-1;auc;0.667087967644085
sepsis_cases_4;all_embeddings;LSTM;13;-1;auc;0.7105590062111802
sepsis_cases_4;all_embeddings;LSTM;14;-1;auc;0.6975019516003123
sepsis_cases_4;all_embeddings;LSTM;15;-1;auc;0.65975935828877
sepsis_cases_4;all_embeddings;LSTM;16;-1;auc;0.6589285714285714
sepsis_cases_4;all_embeddings;LSTM;17;-1;auc;0.6648351648351648
sepsis_cases_4;all_embeddings;LSTM;18;-1;auc;0.676923076923077
sepsis_cases_4;all_embeddings;LSTM;19;-1;auc;0.6439393939393939
sepsis_cases_4;all_embeddings;LSTM;20;-1;auc;0.5875
sepsis_cases_4;all_embeddings;LSTM;21;-1;auc;0.6470588235294117
sepsis_cases_4;all_embeddings;LSTM;22;-1;auc;0.5408163265306123
sepsis_cases_4;all_embeddings;LSTM;-1;auc;0.6628656624338081
event columns:;12;  case columns:;24;  control columns:;1
parsimony event;12;parsimony case;24;parsimony control;1
FC event;0.018982293826766628;FC case;0.020577444568511724;FC control;0.02063061625990323
monotonicity;-0.17197781845731192
LOD;1.4142135623730951
