dataset;method;cls;nr_events;metric;score
sepsis_cases_4;all_index;RF;1;-1;auc;0.7482769423558897
sepsis_cases_4;all_index;RF;2;-1;auc;0.7640977443609023
sepsis_cases_4;all_index;RF;3;-1;auc;0.7402882205513786
sepsis_cases_4;all_index;RF;4;-1;auc;0.7175751879699248
sepsis_cases_4;all_index;RF;5;-1;auc;0.7166353383458647
sepsis_cases_4;all_index;RF;6;-1;auc;0.7197681704260651
sepsis_cases_4;all_index;RF;7;-1;auc;0.7255639097744361
sepsis_cases_4;all_index;RF;8;-1;auc;0.7291666666666667
sepsis_cases_4;all_index;RF;9;-1;auc;0.7291666666666666
sepsis_cases_4;all_index;RF;10;-1;auc;0.7365819209039547
sepsis_cases_4;all_index;RF;11;-1;auc;0.7147251845775225
sepsis_cases_4;all_index;RF;12;-1;auc;0.6880687563195147
sepsis_cases_4;all_index;RF;13;-1;auc;0.6739130434782609
sepsis_cases_4;all_index;RF;14;-1;auc;0.6639344262295083
sepsis_cases_4;all_index;RF;15;-1;auc;0.5701871657754011
sepsis_cases_4;all_index;RF;16;-1;auc;0.5919642857142857
sepsis_cases_4;all_index;RF;17;-1;auc;0.625
sepsis_cases_4;all_index;RF;18;-1;auc;0.6323076923076922
sepsis_cases_4;all_index;RF;19;-1;auc;0.6306818181818181
sepsis_cases_4;all_index;RF;20;-1;auc;0.69375
sepsis_cases_4;all_index;RF;21;-1;auc;0.6580882352941176
sepsis_cases_4;all_index;RF;22;-1;auc;0.5816326530612245
sepsis_cases_4;all_index;RF;-1;auc;0.7292787003238909
event columns:;502;  case columns:;183;  control columns:;178
parsimony event;0.848605577689243;parsimony case;1.0;parsimony control;0.8539325842696629
FC event;0.6383355467020806;FC case;0.28286852589641437;FC control;0.01195219123505976
monotonicity;0.22064308947140188
shap event;7;shap case;3;shap control;0feature_event;4;feature_case;6;feature_control;0
