dataset;method;cls;nr_events;metric;score
sepsis_cases_4;all_index;LR;1;-1;auc;0.7304197994987468
sepsis_cases_4;all_index;LR;2;-1;auc;0.7304197994987468
sepsis_cases_4;all_index;LR;3;-1;auc;0.7304197994987468
sepsis_cases_4;all_index;LR;4;-1;auc;0.7304197994987468
sepsis_cases_4;all_index;LR;5;-1;auc;0.7216478696741855
sepsis_cases_4;all_index;LR;6;-1;auc;0.7216478696741855
sepsis_cases_4;all_index;LR;7;-1;auc;0.7216478696741855
sepsis_cases_4;all_index;LR;8;-1;auc;0.7238782051282051
sepsis_cases_4;all_index;LR;9;-1;auc;0.73779296875
sepsis_cases_4;all_index;LR;10;-1;auc;0.739936440677966
sepsis_cases_4;all_index;LR;11;-1;auc;0.7276456111566858
sepsis_cases_4;all_index;LR;12;-1;auc;0.7002022244691607
sepsis_cases_4;all_index;LR;13;-1;auc;0.6857142857142857
sepsis_cases_4;all_index;LR;14;-1;auc;0.6533957845433256
sepsis_cases_4;all_index;LR;15;-1;auc;0.6310160427807486
sepsis_cases_4;all_index;LR;16;-1;auc;0.6142857142857143
sepsis_cases_4;all_index;LR;17;-1;auc;0.6291208791208791
sepsis_cases_4;all_index;LR;18;-1;auc;0.6615384615384614
sepsis_cases_4;all_index;LR;19;-1;auc;0.6666666666666666
sepsis_cases_4;all_index;LR;20;-1;auc;0.71875
sepsis_cases_4;all_index;LR;21;-1;auc;0.7058823529411764
sepsis_cases_4;all_index;LR;22;-1;auc;0.7244897959183675
sepsis_cases_4;all_index;LR;-1;auc;0.7236883707778521
event columns:;502;  case columns:;183;  control columns:;178
parsimony event;0.01593625498007968;parsimony case;0.08196721311475409;parsimony control;0.0
FC event;0.0;FC case;0.0;FC control;0.0
monotonicity;1
