dataset;method;cls;nr_events;metric;score
sepsis_cases_4;all_index;GLRM;1;-1;auc;0.6856203007518797
sepsis_cases_4;all_index;GLRM;2;-1;auc;0.6856203007518797
sepsis_cases_4;all_index;GLRM;3;-1;auc;0.6856203007518797
sepsis_cases_4;all_index;GLRM;4;-1;auc;0.6939223057644112
sepsis_cases_4;all_index;GLRM;5;-1;auc;0.6918859649122807
sepsis_cases_4;all_index;GLRM;6;-1;auc;0.6724624060150376
sepsis_cases_4;all_index;GLRM;7;-1;auc;0.6724624060150376
sepsis_cases_4;all_index;GLRM;8;-1;auc;0.6708333333333333
sepsis_cases_4;all_index;GLRM;9;-1;auc;0.6686197916666666
sepsis_cases_4;all_index;GLRM;10;-1;auc;0.6647245762711864
sepsis_cases_4;all_index;GLRM;11;-1;auc;0.6509433962264151
sepsis_cases_4;all_index;GLRM;12;-1;auc;0.6112234580384226
sepsis_cases_4;all_index;GLRM;13;-1;auc;0.6158385093167702
sepsis_cases_4;all_index;GLRM;14;-1;auc;0.5901639344262295
sepsis_cases_4;all_index;GLRM;15;-1;auc;0.5594919786096257
sepsis_cases_4;all_index;GLRM;16;-1;auc;0.5928571428571429
sepsis_cases_4;all_index;GLRM;17;-1;auc;0.5934065934065934
sepsis_cases_4;all_index;GLRM;18;-1;auc;0.6153846153846154
sepsis_cases_4;all_index;GLRM;19;-1;auc;0.625
sepsis_cases_4;all_index;GLRM;20;-1;auc;0.675
sepsis_cases_4;all_index;GLRM;21;-1;auc;0.6286764705882353
sepsis_cases_4;all_index;GLRM;22;-1;auc;0.6581632653061225
sepsis_cases_4;all_index;GLRM;-1;auc;0.6529220862680581
event columns:;502;  case columns:;183;  control columns:;178
parsimony event;0.029880478087649404;parsimony case;0.3551912568306011;parsimony control;0.0
FC event;0.30765825586542717;FC case;0.18592297476759628;FC control;0.0
monotonicity;1
